,AÑO,CONSECUTIO,INSCRIPCION,LOCALIDAD,TIPO,COD TIPO,NOMBRE,General,Nutrición y Salubridad,Ambientes Adecuados y Seguros,Proceso Pedagógico,Talento Humano,Proceso Administrativo,Segmento
12085,2019,351,488,SANTA FE,PUBLICO,JSDIS,JARDÍN INFANTIL EL TRIUNFO,"0,9014039683","0,9293506494","0,843452381","0,8807017544","0,9851851852","0,92",Alto
12086,2019,352,562,USAQUEN,PUBLICO,JSDIS,JARDÍN INFANTIL HORIZONTE,"0,9118834853","0,9148051948","0,7900878082",1,1,"0,9542857143",Alto
12087,2019,353,586,USAQUEN,PUBLICO,JSDIS,JARDÍN INFANTIL BUENAVISTA,"0,8902349206","0,9438961039","0,7133333333","0,9859649123","0,962962963","0,9771428571",Alto
12088,2019,354,630,SANTA FE,PUBLICO,JSDIS,JARDÍN INFANTIL ATANASIO GIRARDOT,"0,9193309017","0,8857142857","0,8428014184","0,9859649123","0,9833333333","0,9771428571",Alto
12089,2019,355,669,BOSA,PUBLICO,JSDIS,JARDÍN INFANTIL HIJOS DE PALESTINA,"0,859554878","0,7754545455","0,8843495935","0,9578947368","0,875","0,7885714286",Alto
12090,2019,356,794,SUBA,PUBLICO,JS,JARDIN SOCIAL PIEDRA VERDE,"0,9780047619","0,9335064935","0,9861111111",1,1,"0,9771428571",Alto
12091,2019,357,2203,CIUDAD BOLIVAR,PUBLICO,JS,SOCIAL LOS ROBLES,"0,8849972644","0,9392207792","0,86556231","0,950877193","0,7388888889","0,9085714286",Alto
12092,2019,358,2367,SUBA,PUBLICO,CC,JARDIN INFANTIL CELESTIN FREINET AURES,"0,881401355","0,8521212121","0,8896341463","0,8543859649","0,8740740741","0,9542857143",Alto
12093,2019,359,16791,CIUDAD BOLIVAR,PUBLICO,JSDIS,ACUNAR PREGUNTARI,"0,8071088315","0,8319480519","0,6902304965","0,9368421053","0,7907407407","0,86",Alto
12094,2019,360,454,BOSA,PUBLICO,JSDIS,JARDÍN INFANTIL VILLA CLEMENCIA,"0,8972970653","0,8618181818","0,8934108527","0,9087719298","0,9107142857","0,9314285714",Alto
12095,2019,361,485,CIUDAD BOLIVAR,PUBLICO,JSDIS,MANITAS,"0,8683928571","0,8715151515","0,851031746","0,8105263158","0,9583333333","0,8828571429",Alto
12096,2019,362,544,CIUDAD BOLIVAR,PUBLICO,JSDIS,MARAVILLAS INFANTILES NUEVA COLOMBIA,"0,8572428571","0,8206060606","0,8194444444","0,8596491228","0,980952381","0,86",Alto
12097,2019,363,582,USME,PUBLICO,JSDIS,JARDIN INFANTIL MONTEBLANCO,"0,8429268398","0,7147107438","0,8097222222",1,"0,8051587302","0,9428571429",Alto
12098,2019,364,592,BARRIOS UNIDOS,PUBLICO,JSDIS,JARDÍN INFANTIL EL ROSARIO,"0,9461507875","0,9296340024","0,8827710233",1,1,"0,9771428571",Alto
12099,2019,365,650,USME,PUBLICO,JSDIS,JARDIN INFANTIL TENERIFE,"0,8312646535","0,6195670996","0,8451626016","0,950877193","0,8796296296","0,92",Alto
12100,2019,366,661,BARRIOS UNIDOS,PUBLICO,JSDIS,JARDÍN INFANTIL SANTA SOFÍA,"0,929321041","0,8935064935","0,8531653747",1,1,"0,9771428571",Alto
12101,2019,367,7289,SUBA,PUBLICO,CC,JARDÍN INFANTIL COFINANCIADO FANA,"0,9788",1,"0,9506666667",1,1,"0,9542857143",Alto
12102,2019,368,16007,SUBA,PUBLICO,CC,TUNA ALTA OTERO,"0,922497416","0,8860606061","0,8831395349",1,"0,9481481481","0,9314285714",Alto
12103,2019,369,16773,KENNEDY,PUBLICO,JSDIS,JARDÍN INFANTIL CREADORES DE SUEÑOS,"0,9111809524","0,8761904762","0,8137301587",1,"0,9833333333","0,9771428571",Alto
12104,2019,370,17012,BOSA,PUBLICO,JSDIS,CENTRO ACUNAR SONRISAS DE LA NIÑEZ,"0,9168642857","0,8884848485","0,9166666667","0,9649122807","0,8630952381","0,9542857143",Alto
12105,2019,371,17594,KENNEDY,PUBLICO,JSDIS,JARDÍN INFANTIL LUCERNA,"0,9248265306","0,9584415584","0,8465646259","0,8947368421",1,1,Alto
12106,2019,372,19422,CIUDAD BOLIVAR,PUBLICO,JSDIS,SEMILLEROS DEL FUTURO MILLAN,"0,8440704969","0,7703896104","0,783115942","0,9368421053","0,875","0,9314285714",Alto
12107,2019,373,506,RAFAEL URIBE URIBE,PUBLICO,JSDIS,JARDIN INFANTIL LAS LOMAS,"0,8040166667","0,9490909091","0,7283333333","0,6052631579","0,8861111111","0,92",Alto
12108,2019,374,535,CIUDAD BOLIVAR,PUBLICO,JSDIS,JUAN JOSE RONDON NIÑO JESUS,"0,848665873","0,7685714286","0,8232857143","0,9859649123","0,8324074074","0,86",Alto
12109,2019,375,566,SAN CRISTOBAL,PUBLICO,JSDIS,JARDÍN INFANTIL LOS VICTORIA,"0,8371238095","0,9006060606","0,7311111111","0,7368421053","0,9523809524","0,9771428571",Alto
12110,2019,376,680,KENNEDY,PUBLICO,JSDIS,JARDÍN INFANTIL LA IGUALDAD,"0,8771763736","0,845021645","0,7899053724","0,8947368421","0,9833333333","0,9771428571",Alto
12111,2019,377,3409,KENNEDY,PUBLICO,CC,FUNDACIÓN AMIGOS DE JESÚS Y MARÍA,"0,9611382114","0,8787878788","0,9593495935",1,1,1,Alto
12112,2019,378,4110,RAFAEL URIBE URIBE,PUBLICO,JSDIS,JARDIN INFANTIL LAS ACACIAS,"0,8109492063","0,8909090909","0,689047619","0,7228070175","0,9153439153","0,9542857143",Alto
12113,2019,379,15970,BOSA,PUBLICO,JSDIS,JARDIN INFANTIL LOS CEDROS,"0,8669817115","0,6774025974","0,8711956522","0,9719298246","0,9435185185","0,9314285714",Alto
12114,2019,380,17027,BOSA,PUBLICO,JSDIS,JARDIN INFANTIL TALLER DE LAS MARIPOSAS,"0,8569124958","0,7826839827","0,8828723404","0,9228070175","0,8275132275","0,86",Alto
12115,2019,381,533,SAN CRISTOBAL,PUBLICO,JSDIS,JARDÍN INFANTIL JUAN REY,"0,8357309524","0,8516883117","0,8276190476","0,7368421053","0,8218253968","0,9771428571",Alto
12116,2019,382,665,BOSA,PUBLICO,JSDIS,JARDÍN INFANTIL NUEVO CHILE,"0,9251221612","0,9137662338","0,8824786325","0,9578947368","0,9583333333","0,9542857143",Alto
12117,2019,383,668,BOSA,PUBLICO,JSDIS,JARDIN INFANTIL OLARTE,"0,8983888889","0,8782683983","0,905","0,9228070175","0,8529100529","0,9314285714",Alto
12118,2019,384,2202,USME,PUBLICO,JS,JARDIN SOCIAL EL CIPRES,"0,9407246032","0,9335064935","0,9357142857",1,"0,8842592593","0,9428571429",Alto
12119,2019,385,18532,RAFAEL URIBE URIBE,PUBLICO,JSDIS,JARDIN IBFANTIL GRANJA DE SAN PABLO,"0,8404109422","0,9","0,710845998","0,8947368421","0,869047619","0,92",Alto
12120,2019,386,19149,CIUDAD BOLIVAR,PUBLICO,CC,CAMINOS DE LA VIDA,"0,8983460655","0,9283116883","0,9103546099","0,9578947368","0,7907407407","0,86",Alto
12121,2019,387,RQ452552018,KENNEDY,PRIVADO,,GUARDERÍA JULIANA,"0,0940952381",0,"0,2076190476",0,"0,1587301587","0,05714285714",Medio
12122,2019,388,504,RAFAEL URIBE URIBE,PUBLICO,JSDIS,JARDIN INFANTIL MARCO IRIARTES,"0,8944542484","0,8787878788","0,8489215686","0,8947368421","0,962962963","0,9428571429",Alto
12123,2019,389,511,RAFAEL URIBE URIBE,PUBLICO,JSDIS,JARDIN INFANTIL SAMORE,"0,8289096372","0,8607792208","0,755085034","0,9333333333","0,9005291005","0,7185714286",Alto
12124,2019,390,541,CIUDAD BOLIVAR,PUBLICO,JSDIS,ARABIA,"0,8561809524","0,8611255411","0,8361111111","0,901754386","0,8277777778","0,86",Alto
12125,2019,391,578,SANTA FE,PUBLICO,JS,JARDÍN SOCIAL LA ALAMEDA,"0,9749142857","0,9792207792","0,9316190476",1,1,1,Alto
12126,2019,392,701,FONTIBON,PUBLICO,JSDIS,JARDÍN INFANTIL EL PORTAL,"0,8515402439","0,7842424242","0,8729674797","0,8877192982","0,875","0,8371428571",Alto
12127,2019,393,783,SAN CRISTOBAL,PUBLICO,JS,JARDÍN SOCIAL SAN VICENTE,"0,9193936508","0,9854545455","0,9144444444",1,"0,7830687831","0,8628571429",Alto
12128,2019,394,17839,CIUDAD BOLIVAR,PUBLICO,JSDIS,PALOMITAS DE PAZ,"0,8381857143","0,7831168831","0,7786111111","0,950877193","0,875","0,86",Alto
12129,2019,395,17854,FONTIBON,PUBLICO,CC,JARDÍN INFANTIL EXPLORADORES DE COLORES,"0,9214369565","0,8181818182","0,9536231884","0,9368421053","0,9583333333","0,9542857143",Alto
12130,2019,396,491,SUBA,PUBLICO,JSDIS,JARDIN INFANTIL EL R UBY,"0,8130047619","0,9612121212","0,643015873","0,749122807","0,9166666667","0,92",Alto
12131,2019,397,591,CHAPINERO,PUBLICO,JS,JARDIN SOCIAL LA PAZ,"0,9412509119","0,9228571429","0,9762411348","0,9368421053","0,9583333333","0,8828571429",Alto
12132,2019,398,594,CHAPINERO,PUBLICO,JSDIS,JARDIN INFANTIL SAN LUIS,"0,8937793466","0,8798268398","0,8950581395","0,9578947368","0,8166666667","0,9085714286",Alto
12133,2019,399,16160,SUBA,PUBLICO,CC,JARDIN INFANTIL LAS FLORES,"0,9376505669","0,8864935065","0,9045918367",1,"0,962962963","0,9771428571",Alto
12134,2019,400,16505,KENNEDY,PRIVADO,PRI,JINGLE SCHOOL,"0,707452381","0,8448484848","0,6557936508","0,701754386","0,8047619048","0,5057142857",Bajo
12135,2019,401,16970,SUBA,PRIVADO,PRI,JARDIN INFANTIL SAFARY KIDS,"0,6469640693","0,7807792208","0,5442929293","0,6438596491","0,7238095238","0,5785714286",Bajo
12136,2019,402,18084,CHAPINERO,PUBLICO,JNSDIS,JARDÍN INFANTIL LAS HADAS DE LOS SUEÑOS,"0,8346173865","0,7432034632","0,8718992248","0,6947368421","0,980952381","0,9314285714",Alto
12137,2019,403,476,SUBA,PUBLICO,JSDIS,JARDIN INFANTIL TIMANQUITOS,"0,9318418605","0,9103030303","0,8581395349","0,9859649123",1,"0,9771428571",Alto
12138,2019,404,596,SUBA,PUBLICO,JSDIS,HELVETIA,"0,7545867244","0,825596222","0,7207407407","0,5684210526","0,8555555556","0,86",Alto
12139,2019,405,8029,SAN CRISTOBAL,PUBLICO,CC,JARDÍN INFANTIL ENTRE NUBES PEPASO II,"0,9030111111","0,8860606061","0,8488095238","0,9859649123","0,9153439153","0,92",Alto
12140,2019,406,14543,SAN CRISTOBAL,PUBLICO,CC,JARDÍN INFANTIL CASTILLO SAN LUCAS,"0,9381","0,8709090909","0,899",1,1,"0,9771428571",Alto
12141,2019,407,19159,ENGATIVA,PRIVADO,PRI,THUMBS UP,"0,7635047619","0,6572727273","0,737037037","0,9368421053","0,8052910053","0,7071428571",Bajo
12142,2019,408,19307,ENGATIVA,PRIVADO,PRI,KINDERGARDEN MY LITTLE HOUSE N 2,"0,7128498258","0,6690909091","0,6454994193","0,7368421053",1,"0,5857142857",Bajo
12143,2019,409,Q527,KENNEDY,PRIVADO,,JARDÍN INFANTIL LÁPIZ Y CRAYOLA,"0,09980641822","0,07272727273","0,1971325052",0,"0,1111111111","0,05714285714",Medio
12144,2019,410,458,BOSA,PUBLICO,JS,JARDÍN SOCIAL LA ESPERANZA,"0,9154579365","0,9127272727","0,980952381","0,8456140351","0,9287037037","0,86",Alto
12145,2019,411,505,CIUDAD BOLIVAR,PUBLICO,JSDIS,LOS NIÑOS TRAVIESOS,"0,8666907029","0,7558441558","0,8273129252","0,9649122807","0,9018518519","0,9542857143",Alto
12146,2019,412,1819,SUBA,PRIVADO,PRI,PREESCOLAR PINOCHO,"0,9030142857","0,9090909091","0,895",1,"0,7714285714","0,92",Alto
12147,2019,413,2750,BOSA,PUBLICO,JSDIS,JARDIN INFANTIL ASOVIVIR,"0,9155166667","0,8727272727","0,8716666667","0,9719298246","0,9583333333","0,9542857143",Alto
12148,2019,414,14799,SUBA,PUBLICO,CC,CENTRO AEIOTU ORQUIDEAS SUBA,"0,9004269841","0,8441558442","0,8805555556",1,"0,8783068783","0,92",Alto
12149,2019,415,14994,BOSA,PRIVADO,PRI,FUNDACIÓN INFANTIL UB MUNDO MÁGICO,"0,4240619048","0,4846753247","0,5294444444","0,2140350877","0,3888888889","0,4257142857",Bajo
12150,2019,416,19100,ENGATIVA,PRIVADO,PRI,JARDIN INFANTIL MANITAS FELICES,"0,570902005","0,6824242424","0,5364035088","0,5526315789","0,5603174603","0,5057142857",Bajo
12151,2019,417,19294,ENGATIVA,PRIVADO,PRI,JARDIN INFANTIL MAMMA ROSSES PLAY GROUP,"0,7761039216","0,6454545455","0,8465686275","0,7368421053","0,8222222222","0,8342857143",Alto
12152,2019,418,19545,ENGATIVA,PRIVADO,PRI,CENTRO DE ESTIMULACION TEMPRANA PLAY SCHOOL,"0,4720507937","0,6765367965","0,4944708995","0,4157894737","0,2738095238","0,3914285714",Bajo
12153,2019,419,19573,ENGATIVA,PRIVADO,PRI,JARDIN INFANTIL HOUSE KIDS,"0,3699920635","0,5532467532","0,4175925926","0,1140350877","0,2888888889","0,4142857143",Bajo
12154,2019,420,19590,SUBA,PRIVADO,PRI,SWEETLAND CAMPESTRE,"0,6112238095","0,623030303","0,5783333333","0,6666666667","0,6412698413","0,5557142857",Bajo
12155,2019,421,19663,USAQUEN,PRIVADO,PRI,ADVENIO ARBOR CEDRITOS,"0,4903115385","0,5436363636","0,5143162393","0,5333333333","0,7138888889","0,05714285714",Bajo
12156,2019,422,529,CIUDAD BOLIVAR,PUBLICO,JSDIS,NUESTRA ESPERANZA COMOARTIR,"0,8093809057","0,8049350649","0,773076564","0,7403508772","0,9287037037","0,86",Alto
12157,2019,423,560,USAQUEN,PUBLICO,JSDIS,JARDÍN INFANTIL TIBABITA,"0,9322591837","0,9207792208","0,8429591837",1,1,"0,9771428571",Alto
12158,2019,424,686,BOSA,PUBLICO,JSDIS,JARDIN INFANTIL BOSA NOVA,"0,8542333333","0,7309090909","0,85","0,8807017544","0,9166666667","0,9542857143",Alto
12159,2019,425,15392,BOSA,PUBLICO,CC,JARDÍN INFANTIL COFINANCIADO SEMBRANDO CAMINO,"0,9185659892","0,8909090909","0,9176829268","0,9228070175","0,9435185185","0,9314285714",Alto
12160,2019,426,15718,BOSA,PRIVADO,PRI,JARDÍN INFANTIL PEDAGÓGICO CONSENTIDOS DE JESÚS,"0,4921916667","0,7163636364","0,6381944444","0,1350877193","0,4444444444","0,3628571429",Bajo
12161,2019,427,18629,ENGATIVA,PRIVADO,PRI,JARDIN INFANTIL CASA DE DIOS Y PUERTA DEL CIELO,"0,3264825397","0,3153246753","0,4375925926","0,2894736842","0,1388888889","0,3571428571",Medio
12162,2019,428,429,KENNEDY,PRIVADO,PRI,GIMNASIO MARÍA LUISA TRICHETH,"0,7753809137","0,7939393939","0,5931533101","0,8596491228","0,8708994709","0,92",Alto
12163,2019,429,448,PUENTE ARANDA,PUBLICO,JSDIS,ANTONIO NARIÑO,"0,8005906205","0,772042503","0,7692857143","0,8456140351","0,7925925926","0,86",Alto
12164,2019,430,475,PUENTE ARANDA,PUBLICO,JSDIS,SATELITE PRIMAVERA,"0,5940535014","0,623030303","0,5819561158","0,5368421053","0,6666666667","0,5742857143",Bajo
12165,2019,431,540,SAN CRISTOBAL,PUBLICO,JSDIS,JARDÍN INFANTIL LA PENÍNSULA,"0,8219095238","0,8545454545","0,6665079365","0,8947368421","0,869047619","0,9542857143",Alto
12166,2019,432,561,SAN CRISTOBAL,PUBLICO,JSDIS,JARDÍN INFANTIL ALEX Y NIEVES,"0,8640547619","0,9127272727","0,8398809524","0,7228070175","0,9357142857","0,9542857143",Alto
12167,2019,433,1831,SUBA,PRIVADO,PRI,JARDIN INFANTIL LA CASITA DE DANY,"0,3426538462","0,503030303","0,4271794872",0,"0,3055555556","0,4142857143",Bajo
12168,2019,434,3031,SUBA,PRIVADO,PRI,MINI CASUTA DISNEY SALACUNA GUARDERÍA,"0,3463","0,5975757576","0,4533333333",0,"0,1388888889","0,4142857143",Bajo
12169,2019,435,14801,FONTIBON,PUBLICO,CC,JARDIN INFANTIL COLOR KIDS,"0,8315619048","0,7078787879","0,8603174603","0,7754385965","0,9333333333","0,9314285714",Alto
12170,2019,436,467,CIUDAD BOLIVAR,PUBLICO,JS,BUENAVISTA,"0,820615873","0,8831168831","0,893952381","0,950877193","0,7351851852","0,48",Alto
12171,2019,437,1397,CIUDAD BOLIVAR,PUBLICO,CC,WALDORF,"0,8349214286","0,9054545455","0,8841269841","0,9368421053","0,8138888889","0,5028571429",Alto
12172,2019,438,1914,FONTIBON,PRIVADO,PRI,MI LINDO PARAISO,"0,7128","0,7624242424","0,8055555556","0,550877193","0,6888888889","0,6814285714",Bajo
12173,2019,439,2346,SUBA,PRIVADO,PRI,JARDÍN INFANTIL DESCUBRO MI MUNDO,"0,4322285714","0,5393939394","0,5533333333","0,2280701754","0,2761904762","0,4485714286",Bajo
12174,2019,440,15300,SUBA,PRIVADO,PRI,LICEO INFANTILN PIAGET,"0,5068166667","0,5854545455","0,4991666667","0,3894736842","0,4777777778","0,59",Bajo
12175,2019,441,16150,KENNEDY,PRIVADO,PRI,JARDÍN INFANTIL MIS PEQUEÑOS SOLES,"0,2855333333","0,5366233766","0,3038095238","0,0350877193","0,4111111111","0,05714285714",Medio
12176,2019,442,16590,KENNEDY,PRIVADO,PRI,JARDÍN INFANTIL MUS PEQUEÑOS OSITOS,"0,5277868687","0,4626262626","0,5158080808","0,6350877193","0,4","0,6471428571",Bajo
12177,2019,443,18598,FONTIBON,PRIVADO,PRI,CONSTRUYENDO MI PLANETA,"0,8947333333","0,8325757576","0,9583333333","0,8877192982","0,8333333333","0,9314285714",Alto
12178,2019,444,18756,KENNEDY,PRIVADO,PRI,LICEO CRISTIANO LECHE Y MIEL,"0,7112642276","0,9321212121","0,5775474255","0,6526315789","0,5555555556","0,8971428571",Bajo
12179,2019,445,19643,USAQUEN,PUBLICO,JSDIS,JARDÍN SDIS ALELÍ,"0,8625587302","0,8163636364","0,7052698413",1,"0,9851851852","0,9542857143",Alto
12180,2019,446,Q551,USAQUEN,PRIVADO,,JARDÍN INFANTIL KIDS PLANET,"0,1853","0,1187878788","0,4194444444",0,"0,2222222222",0,Medio
12181,2019,447,1267,FONTIBON,PRIVADO,PRI,LICEO INFANTIL PEQUEÑOS GIGANTES GOTICAS,"0,6955403509","0,6598484848","0,7565789474","0,7614035088","0,6555555556","0,5742857143",Bajo
12182,2019,448,2143,SUBA,PRIVADO,PRI,JARDIN INFANTIL LA SOMBRILLITA AZUL,"0,2873865801","0,2891774892","0,3222727273",0,"0,4285714286","0,4485714286",Medio
12183,2019,449,3429,USAQUEN,PRIVADO,PRI,JARDÍN INFANTIL PLAY TO LEARN,"0,9031833333","0,8737662338","0,9035714286","0,8807017544","0,9583333333","0,92",Alto
12184,2019,450,3610,SUBA,PRIVADO,PRI,JARDIN INFANTIL EL GATO CON BOTAS SEDE B,"0,5311190476","0,4441558442","0,7416666667","0,5175438596","0,4904761905","0,2785714286",Bajo
12185,2019,451,14968,CIUDAD BOLIVAR,PUBLICO,CC,CARACOLI,"0,8966873016","0,8933333333","0,9015873016","0,9859649123","0,812962963","0,86",Alto
12186,2019,452,18208,KENNEDY,PUBLICO,JNSDIS,JARDÍN INFANTIL NOCTURNO CONSTRUYENDO SUEÑOS,"0,9537652015","0,9272727273","0,9098840049",1,1,"0,9771428571",Alto
12187,2019,453,18518,SUBA,PRIVADO,PRI,JARDIN INFANTIL IMAGINO CREO APRENDO,"0,4936412698","0,5046103896","0,4424074074","0,3947368421","0,6793650794","0,5214285714",Bajo
12188,2019,454,19109,USAQUEN,PRIVADO,PRI,COMETAS SEDE CONTADOR,"0,3982526316","0,3565367965","0,5901754386","0,2456140351","0,253968254","0,4142857143",Bajo
12189,2019,455,19148,CIUDAD BOLIVAR,PUBLICO,CC,SEMILLITAS DE AMOR,"0,8670126984","0,8881385281","0,8041666667","0,950877193","0,862037037","0,86",Alto
12190,2019,456,20116,FONTIBON,PUBLICO,JSDIS,JARDÍN INFANTIL OSO DE ANTEOJOS,"0,8383515873","0,8148051948","0,8652777778","0,8035087719","0,962962963","0,7314285714",Alto
12191,2019,457,460,SAN CRISTOBAL,PUBLICO,JS,JARDÍN INFANTIL JS SAN JERÓNIMO DEL YUSTE,"0,9751962264",1,"0,9279874214",1,1,"0,9771428571",Alto
12192,2019,458,595,SAN CRISTOBAL,PUBLICO,JS,JARDÍN INFANTIL SAN CRISTÓBAL,"0,8976214286","0,9480519481","0,895","0,7368421053","0,9583333333","0,9771428571",Alto
12193,2019,459,4490,KENNEDY,PRIVADO,PRI,JARDÍN INFANTIL EL CASTILLO DE LOS GENIOS,"0,8228426545","0,8711688312","0,9645390071","0,5824561404","0,869047619","0,72",Alto
12194,2019,460,6571,SUBA,PRIVADO,PRI,GIMNASIO SWEET HOME,"0,827610989","0,8642424242","0,8016239316","0,6350877193","0,9301587302","0,9771428571",Alto
12195,2019,461,14469,FONTIBON,PUBLICO,CC,JARDIN INFANTIL EMANUEL,"0,9437952381","0,9198268398","0,9416666667","0,9228070175",1,"0,9542857143",Alto
12196,2019,462,14825,SAN CRISTOBAL,PUBLICO,CC,JARDÍN INFANTIL HUELLAS Y TALENTOS,"0,9500387446","0,9321212121","0,9147402597",1,"0,9583333333","0,9771428571",Alto
12197,2019,463,16008,SUBA,PRIVADO,PRI,JARDIN INFANTIL GOTICAS DE SABIDURIA,"0,5953234432","0,6954545455","0,5398717949","0,5789473684","0,3650793651","0,8257142857",Bajo
12198,2019,464,16240,FONTIBON,PUBLICO,CC,JARDÍN INFANTIL JORDAN,"0,9192047619","0,863030303","0,9146825397","0,901754386",1,"0,9542857143",Alto
12199,2019,465,17851,FONTIBON,PUBLICO,JSDIS,CASA DE PENSAMIENTO INTERCULTURAL MISAK SHUSH UREK KUSREIK YA,"0,8760555556","0,7672727273","0,8527777778","0,9578947368","0,9481481481","0,9085714286",Alto
12200,2019,466,18844,KENNEDY,PRIVADO,PRI,GIMNASIO PEDAGÓGICO ACUARELA,"0,4536695011","0,5988455988","0,3773639456","0,4140350877","0,426984127","0,4714285714",Bajo
12201,2019,467,19076,KENNEDY,PRIVADO,PRI,MY ADVENTURE AT PRESCHOOL,"0,8540020487","0,7951515152","0,7962052418",1,"0,9107142857","0,8114285714",Alto
12202,2019,468,1813,ENGATIVA,PUBLICO,CC,JARDIN INFANTIL MAMA CANGURO,"0,8598010352","0,7586147186","0,8974637681","0,9649122807","0,8555555556","0,8",Alto
12203,2019,469,2012,KENNEDY,PRIVADO,PRI,JARDÍN INFANTIL TETERITOS,"0,797288172","0,8860606061","0,6578494624","0,701754386","0,8777777778",1,Alto
12204,2019,470,2072,USAQUEN,PRIVADO,PRI,JARDÍN INFANTIL SANTA ANA DE ALTABLANCA,"0,7435392857","0,823030303","0,7020833333","0,6245614035","0,7492063492","0,8628571429",Bajo
12205,2019,471,2114,ENGATIVA,PRIVADO,PRI,CENTRO DE INICIACION INFANTIL LA CASITA DE WINNIE POOH,"0,3383640089","0,5812987013","0,363372093","0,07894736842","0,3444444444","0,2485714286",Bajo
12206,2019,472,2206,CHAPINERO,PRIVADO,PRI,GUARDERÍA JARDÍN EL SAPITO SALTARIN,"0,7434782609","0,7702597403","0,86873706","0,6035087719","0,7888888889","0,5742857143",Bajo
12207,2019,473,15527,RAFAEL URIBE URIBE,PRIVADO,PRI,CENTRO DE FORMACIÓN INICIAL LOS PITUFOS DEL BOSQUE,"0,3786087486","0,5561904762","0,3491085271","0,07719298246","0,4936507937","0,4485714286",Bajo
12208,2019,474,19850,KENNEDY,PRIVADO,PRI,JARDÍN INFANTIL MAGIC CRAYONS,"0,5133716356","0,5688311688","0,4885403727","0,5473684211","0,4777777778","0,4714285714",Bajo
12209,2019,475,Q556,USAQUEN,PRIVADO,,JARDÍN INFANTIL LITTLE RAINBOW,"0,4682690476","0,4836363636","0,4263888889","0,5263157895","0,5063492063","0,4142857143",Bajo
12210,2019,476,789,BOSA,PUBLICO,JS,JARDIN SOCIAL SANTIAGO DDE LAS ATALAYAS,"0,9643955927","0,9246753247","0,9787234043",1,"0,9583333333","0,9542857143",Alto
12211,2019,477,1535,ENGATIVA,PRIVADO,PRI,LICEO MARY JANE,"0,38005671","0,5006060606","0,4567604618","0,2105263158","0,253968254","0,3914285714",Medio
12212,2019,478,14493,RAFAEL URIBE URIBE,PUBLICO,CC,JINF CC CHAMINADE VOZ DE ALERTA,"0,9195166667","0,8278787879","0,955",1,"0,8805555556","0,92",Alto
12213,2019,479,14699,ANTONIO NARIÑO,PRIVADO,PRI,ASOCIACION CENTRO DE ATENCION INTEGRAL SAN JOSE,"0,7703575758","0,9321212121","0,7688744589","0,8210526316","0,5761904762","0,6585714286",Bajo
12214,2019,480,15131,RAFAEL URIBE URIBE,PUBLICO,CC,JARDIN INFANTIL MARRUECOS BAMBI,"0,8732388889","0,896969697","0,7780555556","0,8947368421","0,9259259259","0,9542857143",Alto
12215,2019,481,16399,ANTONIO NARIÑO,PRIVADO,PRI,KIDS WORLD EXPLORERS CB,"0,5234985507","0,5463203463","0,5942650104","0,5157894737","0,4761904762","0,3971428571",Bajo
12216,2019,482,18038,LOS MARTIRES,PUBLICO,JSDIS,CENTRO DE DESARROLLO INFANTIL ESPERANZA,"0,8613900093","0,8212987013","0,767194211",1,"0,8783068783","0,92",Alto
12217,2019,483,19295,USAQUEN,PRIVADO,PRI,JARDÍN INFANTIL EL TALLER DE GEPETTO SAS,"0,8063380952","0,8275324675","0,844047619","0,7228070175","0,8222222222","0,7885714286",Alto
12218,2019,484,19489,SAN CRISTOBAL,PRIVADO,PRI,KINDER GARDEN HAPPY HANDS,"0,3293380952","0,4954545455","0,368015873","0,2736842105","0,1222222222","0,2828571429",Medio
12219,2019,485,935,USAQUEN,PRIVADO,PRI,JARDÍN INFANTIL BURBUJAS MÁGICAS,"0,5084333333","0,6678787879","0,375","0,5157894737","0,5666666667","0,4714285714",Bajo
12220,2019,486,5050,KENNEDY,PRIVADO,PRI,JARDÍN INFANTIL DUENDECITOS TINTAL,"0,8706703446","0,8327272727","0,8096418893","0,9649122807","0,962962963","0,8342857143",Alto
12221,2019,487,5391,CIUDAD BOLIVAR,PUBLICO,CC,MANANTIAL,"0,8410220192","0,856969697","0,8940919158","0,8456140351","0,8212962963","0,7171428571",Alto
12222,2019,488,18873,BOSA,PUBLICO,JSDIS,JARDIN INFANTIL JAVIER DE NICOLO,"0,8857807201","0,9345454545","0,831300813","0,9438596491","0,9523809524","0,7757142857",Alto
12223,2019,489,19781,CIUDAD BOLIVAR,PRIVADO,PRI,FUNDACION CIGARRA,"0,5213648526","0,4971428571","0,5869727891","0,4877192982","0,6375661376","0,34",Bajo
12224,2019,490,RQ2019006797,BOSA,PRIVADO,,HOGAR INFANTIL ARCA DE SUEÑO,"0,1734521739","0,1532467532","0,402173913",0,"0,09523809524","0,03428571429",Medio
12225,2019,491,593,FONTIBON,PUBLICO,JSDIS,JARDIN INFANTIL RAFAEL POMBO,"0,6699199187","0,7624242424","0,597899729","0,8175438596","0,5138888889","0,6457142857",Bajo
12226,2019,492,817,SUBA,PUBLICO,CC,FUNDACIÓN HOGAR SAN MAURICIO,"0,9316333333","0,9393939394","0,8694444444","0,950877193","0,9777777778","0,9771428571",Alto
12227,2019,493,1320,SUBA,PRIVADO,PRI,JARDIN INFANTIL PEQUEÑOS EXPLORADORES VILLA DEL PRADO,"0,4913947154","0,4824242424","0,4862601626","0,4052631579","0,6638888889","0,4485714286",Bajo
